"user_nickname","content","signature","count_en","count_dg","count_sp","count_zh","count_pu","ads_status","phone_status","kind_words","num_words","LABEL"
"金泰旅游-Amelia","香港先到多伦多是吗",0,0,0,0,0,0,1,1,0,0,1
"相卓然","提供周一（4.30）上午温莎去多伦多dt顺风车，沿途都可送，请电话647 879 5668",0,0,0,0,0,0,1,1,0,0,0
"Ligeia*~🇨🇦","你妈还在坚持用手洗碗吗？手洗碗的耗水量是洗碗机的5倍！洗碗机帮你每年节约50%的钱！","多伦多",0,0,0,3,0,1,1,0,0,0
"杰","请问，旅游签证。入境之后多久之内可以买保险呢？比如入境超过一月个，还能买保险吗？","一切的快乐全部是利他而产生，所有的痛苦全部是自我执著而产生。",0,0,0,28,2,1,1,0,0,1
"Judy(游学夏令营)","多伦多超市&amp;amp;Outlet促销海报抢先看：4月27-5月3日",0,0,0,0,0,0,1,1,0,0,0
"陆🇨🇳南通",1,"Proper preparation solves 80 percent of life's problems.",45,2,7,0,2,1,1,9,9,1
"勤劳卡普老司机🤔","[捂脸]Amazon不就才7块钱么。。。","It will be better than before. ",24,0,6,0,1,1,1,6,6,1
"FrankeeXu","@于戎伟-法律顾问【房东房客纠纷】 邻居讲垃圾桶放我这边，怎么办？",0,0,0,0,0,0,1,1,0,0,1
"AmyWang","今日热点 I 和尚娶名模遭起底 年收人上亿拥多辆豪车(多图)","生如夏花之灿烂，死如秋叶之静美！",0,0,0,14,2,1,1,0,0,0
123,"暖炉/空调 免费评估接龙：（评估完了的，我前面放朵🌹，是为了自己别弄重复了，木有别的含义😂）
🌹1. 静:(暖炉/热水炉）oakville 
🌹2.小杨:(空调/暖炉/热水炉）oakville 
3.航：(暖炉/空调）Hamilton 
🌹4. 不懂:(暖炉/热水炉）Newmarket 
🌹5. Lanya  （暖炉）
🌹6.nana 
7.Grace (furnace &water tank) Mississauga
8.Maggie X （暖炉/热水炉）Oakville

10. Shuyin (furnace) Richmond Hill
11.往事如风：暖炉(oakville)
12.哲学：暧炉
13. Lei Wei：暖炉（Hamilton）
🌹14.安德 furnace (Oakville）
15.Echo Chen （ Burlington）
16.Julia Chen (Oakville）
🌹17.婧丫头麻麻（暖气）（Oakville）
18.Judy 冷气（Mississauga)
19.Apple 甯：暖炉空调 （Oakville）(5-19安装）
20.Haihong海虹 （Mississauga)
21.天上所有的星 空调 Mississauga
22. Henry Cai (暖炉/空调) Oakville
23. Angela (暖炉/热水炉) Mississauga 
24. Sandra (暖炉）Mississauga 
25.娟子华(暖炉)
26.太阳鸟  (热水炉与暖炉)
27.养眼 (暖炉2)
28.阿飞哥 （暖炉和热水炉）
29.ying (暖炉 Markham)
30.Yana(热水炉，暖炉，空调)Oakville
31.如意（暖炉，Markham）
32.霍东辉（暖炉)oakville 
33.Paul w(暖炉:Scarborough 
34.Yuki （暖炉，热水炉：Richmond hill）
35.
36.
37.
38.
39.
40.","珍惜拥有的......",0,0,0,5,6,1,1,0,0,0
"杜若","@杰 好像可以买  但应该有一周左右的等待期  ",0,0,0,0,0,0,1,1,0,0,1
"weer","毕业证成绩单，学历学位认证，大使馆认证加V信:guwen2018",0,0,0,0,0,0,1,1,0,0,0
"安德","@J-soap  请问 tankless water heater 具体型号",0,0,0,0,0,0,1,1,0,0,1
"中国崖柏根雕艺术收藏协会","大家好！好消息！郎豪坊瓷器展限量花瓶五十个做特价，亏本价10元4个限三天，卖完为止，先来先得！抓紧抢购！","树欲静而风不止，子欲养而亲不待",0,0,0,14,1,1,1,0,0,0
"天际提拉米苏","【精选讲座】手把手教您旅游签转学签办理移民，享用更多福利！","大吉大利，坐抢红包!",0,0,0,8,2,1,1,0,0,1
"fioooooooo","想要时间过得快，就来消一消方块！",0,0,0,0,0,0,1,1,0,0,0
"Rosson🍁","求个29号下午温莎去多伦多的carpool","规律生活，做完每天该做的",0,0,0,11,1,1,1,0,0,1
"媛_千与千寻","菜单有小改动 请注意。每周四晚10点截单
取货地点：（可以在两个地方。地点A 30 Brightside Ave. Richmond hill. L4e0p6. 地点B 38 willow heights blvd, Markham ON L6C 0X8。 ）A或者B  下单时请标明。好消息👉🏻❇囍辣❇👈🏻试营业了 喜欢吃辣的亲们一定不要错过啊 小店经营鸭货、螃蟹、小龙虾、鲍鱼等十多种产品，敬请您的光临，试营业间大放价全场8.5折，联系群主自取！
1⃣️麻辣小龙虾$14.99
2⃣️麻辣牛肉干$14.99
3⃣️麻辣花蛤$7.99
4⃣️花螺$15.99
5⃣️麻辣鲜虾$9.99
6⃣️麻辣沙孟鱼$9.99
7⃣️麻辣鸭脖$6.99
8⃣️麻辣小鲍鱼$19.99
9⃣️麻辣鸭脚$4.99
🔟麻辣鸭舌$24.99
11.藕片 $4.99 
12. 金针菇$5.99 
13. 海带丝 $4.99
14. 鸡脆骨 $9.99
🍺🍺🍺🍺🍺🍺🍺🍺🍺🍺
1. 
2. 小妖 麻辣鲜虾*1，藕片*1，麻辣鸭脚*1，A
3. ShelleyT 麻辣鲜虾*1，藕片*1，麻辣鸭脚*1，A（欠7块）
4. wawa 鸭脚 2 A
5. nightingale 鸭脚4 鸡脆骨1 A
6. Yue 鸭脚 2盒，金针菇 1盒 牛肉干1盒
7.雪鸥 牛肉干1盒
8. 媛媛 藕片1盒、花蛤3份、沙孟鱼2份、鸭脖2盒
9.
10.
11.
12.
13.
14.
15. —周五中午12点截单","Life's a game,rule no.1:this is not a game,this is serious.",43,1,9,0,6,1,1,11,15,0
"💝梅子💝","@anna ～🇨🇦 我在yonge/steeles这边，你什么时候离这边近点，我们约一下，我过去取[偷笑]",0,0,0,0,0,0,1,1,0,0,1
"Allie","@anna ～🇨🇦 还以为今天能看到你[偷笑]下周来吗？","Do unto others as you would have them unto you. ",37,0,10,0,1,1,1,8,10,1
"Stephy🏠多伦多房地产","现在一看到乱七八糟的东西就是@🏎 ꯭ G ꯭ A ꯭ G ꯭ C ꯭ 💨 你发的","多伦多及大瀑布地区房产投资顾问 租赁管理好帮手",0,0,1,22,0,0,1,0,0,0
"婧丫头麻麻","@J-soap  操不完的心[捂脸][捂脸][玫瑰][玫瑰]","I enjoy quality literature, not lightweight bestsellers.",48,0,6,0,2,1,1,7,7,1
"静","哈哈哈哈","得而普之",0,0,0,4,0,1,1,0,0,1
"Ewon","提供
4月27日明天， 温莎-Hamilton-St Catherine，上午出发5月6日星期日，多伦多➡温莎，傍晚出发。","做一个有趣的人",0,0,0,7,0,1,1,0,0,0
"金岚园艺☎️6475258592","大家有没有好的家政公司可以推荐的啊？","身正不怕影子斜",0,0,0,7,0,1,1,0,0,1
"包包🇨🇳🇨🇦","暖炉/空调 免费评估接龙：（评估完了的，我前面放朵🌹，是为了自己别弄重复了，木有别的含义😂）
🌹1. 静:(暖炉/热水炉）oakville 
🌹2.小杨:(空调/暖炉/热水炉）oakville 
3.航：(暖炉/空调）Hamilton 
🌹4. 不懂:(暖炉/热水炉）Newmarket 
🌹5. Lanya  （暖炉）
🌹6.nana 
7.Grace (furnace &water tank) Mississauga
8.Maggie X （暖炉/热水炉）Oakville

10. Shuyin (furnace) Richmond Hill
11.往事如风：暖炉(oakville)
12.哲学：暧炉
13. Lei Wei：暖炉（Hamilton）
🌹14.安德 furnace (Oakville）
15.Echo Chen （ Burlington）
16.Julia Chen (Oakville）
🌹17.婧丫头麻麻（暖气）（Oakville）
18.Judy 冷气（Mississauga)
19.Apple 甯：暖炉空调 （Oakville）(5-19安装）
20.Haihong海虹 （Mississauga)
21.天上所有的星 空调 Mississauga
22. Henry Cai (暖炉/空调) Oakville
23. Angela (暖炉/热水炉) Mississauga 
24. Sandra (暖炉）Mississauga 
25.娟子华(暖炉)
26.太阳鸟  (热水炉与暖炉)
27.养眼 (暖炉2)
28.阿飞哥 （暖炉和热水炉）
29.ying (暖炉 Markham)
30.Yana(热水炉，暖炉，空调)Oakville
31.如意（暖炉，Markham）
32.霍东辉（暖炉)oakville 
33.Paul w(暖炉:Scarborough 
34.Yuki （暖炉，热水炉：Richmond hill）
35.包包 暖炉，空调Mississauga
36.
37.
38.
39.
40.","南無阿彌陀佛。",0,0,0,6,1,1,1,0,0,0
"小胖","欢迎新同志[嘿哈]","公众号：前端JavaScript<span class=""emoji emoji1f1e81f1f3""></span>
分享｜学习｜交流｜原创
<span class=""emoji emoji1f42c""></span>坚持做好一件事",62,9,6,20,20,0,1,6,11,0
"金鱼公主","欢迎👏👏👏","<span class=""emoji emoji1f463""></span> 真的是单身狗 别再问了",24,4,4,10,8,0,1,4,5,1
"GuoShu","Sorry, maybe next this time",0,0,0,0,0,0,1,1,0,0,1
"🙉Vincent🙈","求carpool：5月四号，周五，早上8点，温莎到多伦多机场的carpool，2个箱子，一个人",0,0,0,0,0,0,1,1,0,0,1
"发广告挣菜钱","多伦多点点数字货币俱乐部将于本周六，四月二十八日正式成立，出席典礼的除了多伦多币圈大佬及众多数字货币爱好者之外，点点国际教育集团还邀请到一位重量级嘉宾：曹总 加拿大蒙特利尔IT协会会长。曾任多家五百强公司（IBM, SAP,Autodesk, Expedia等）核心研发管理。加拿大Concordia大学电子工程硕士。Nebula AI 人工智能区块链创始人。Nebula AI是第一条落地的人工智能区块链，其核心引擎搭载多种生物医学人工智能应用，与Mcgill 等著名医学高校密切合作研发。

成立大会将讨论区块链及数字货币的现状和未来，ICO的游戏规则和法律边界，各国对数字货币和交易平台如何监管等话题，中午有简餐🍱饮料，欢迎广大区块链和数字货币爱好者参加。

时间：2018.4.28 11:30am

地址：650 HWY7 East Unit303 Richmond Hill（重庆刘一手同楼）

报名短信：647-705-8964",0,0,0,0,0,0,1,1,0,0,0
"DoOneDoWell",1,"change everything you can change ！",28,0,5,0,1,1,1,4,5,1
"思","That's ok. no worries. anytime Let me know ",0,0,0,0,0,0,1,1,0,0,1
"MaggieX🌱🌷","吓死宝宝了",0,0,0,0,0,0,1,1,0,0,1
"老谭",1,"心中无恨
脑中无忧
生活简单
多些付出
少些期待",0,0,4,20,0,1,1,0,0,1
"丽娜～加拿大","亲！[嘴唇] 需要做微信推广吗？

快速提高销售业绩的方法来了，让几十万消费者有机会看见贵公司的广告！🚀","“在天愿做比翼鸟，在地愿为连理枝”",0,0,0,14,3,1,1,0,0,0
"David",1,"学而不信，听而不闻，知而不怯，感而不动，行路而举灯，灭而重生",0,0,0,25,5,1,1,0,0,1
"NewAsahi群主","欢迎","明白也好",0,0,0,4,0,1,1,0,0,0
"Jason（精诚园艺）","@New Asahi 群主 今晚过来吗","（精诚园艺）专业户外工作 车道铺砖 后院 花坛 灯柱 木台 ",0,0,6,22,2,0,1,0,0,0
"Bill","便宜出兔笼 兔草和兔子用具，有意可私聊",0,0,0,0,0,0,1,1,0,0,0
"lin",1,"新的一年，加油！",0,0,0,6,2,1,1,0,0,1
"酱油","轻松一点，领五一出行路费！",0,0,0,0,0,0,1,1,0,0,0
"🐈ねこせんせい","[白眼]","本人已卸载微信，有事第六感联系",0,0,0,14,1,1,1,0,0,1
"河北智库传媒","河北广宗、故城两县县委书记因扶贫领域问题被免职_中国政库_澎湃新闻-The Paper","河北智库传媒是河北第一台舆论谣言粉碎机，舆情管理系统就在智库",0,0,0,29,1,1,1,0,0,0
"A乐子🌚","竟然有这种操作？我要了解一下！😱 ",0,0,0,0,0,0,1,1,0,0,1
"尹翠云","什么操作？","父母是山，轻轻倚靠，内心安稳
父母是山，我需长大，陪伴左右",0,0,1,24,4,1,1,0,0,1
"文奎","暖炉/空调 免费评估接龙：（评估完了的，我前面放朵🌹，是为了自己别弄重复了，木有别的含义😂）
🌹1. 静:(暖炉/热水炉）oakville 
🌹2.小杨:(空调/暖炉/热水炉）oakville （已安装）
3.航：(暖炉/空调）Hamilton 
🌹4. 不懂:(暖炉/热水炉）Newmarket 
🌹5. Lanya  （暖炉）
🌹6.nana （7年暖炉-不用换）
7.Grace (furnace &water tank) Mississauga
🌹8.Maggie X （暖炉/热水炉）Oakville

10. Shuyin (furnace) Richmond Hill
11.往事如风：暖炉(oakville)
12.哲学：暧炉
13. Lei Wei：暖炉（Hamilton）
🌹14.安德 furnace (Oakville）
15.Echo Chen （ Burlington）
16.Julia Chen (Oakville）
🌹17.婧丫头麻麻（暖气）（Oakville）（已安装）
🌹18.Judy （新房）冷气（Mississauga)
19.Apple 甯：暖炉空调 （Oakville）(5-19安装）
20.Haihong海虹 （Mississauga)
21.天上所有的星 空调 Mississauga
🌹22. Henry Cai (暖炉/空调) Oakville
23. Angela (暖炉/热水炉) Mississauga 
24. Sandra (暖炉）Mississauga 
25.娟子华(暖炉)
26.太阳鸟  (热水炉与暖炉)
27.养眼 (暖炉2)
28.阿飞哥 （暖炉和热水炉）
29.ying (暖炉 Markham)
30.Yana(热水炉，暖炉，空调)Oakville
31.如意（暖炉，Markham）
🌹32.霍东辉（7年暖炉-不用换）oakville 
33.Paul w(暖炉:Scarborough 
34.Yuki （暖炉，热水炉：Richmond hill）
35.包包 暖炉，空调Mississauga
36. melissa 热水炉，暖炉，空调)Oakville
37.Annie 热（暖炉，热水炉）mississauga
38.文奎 （暖炉，热水炉）mississauga
39.
40.6","随遇而安",0,0,0,4,0,1,1,0,0,0
"XiulinPeng","晚进群，没看到价格？麻烦重发价格和公司信息，谢谢！",0,0,0,0,0,0,1,1,0,0,1
"吉块瑞","[咖啡][咖啡]各位企业家老板注意啦！
4月29号（周日上午8：30）由河南慧憬实业主办的【互联网+股权顶层设计】精品沙龙研讨会
学习内容是：
①股权设计：合理划分合伙企业股权架构，避免股东纠纷散伙！
②股权激励：锁定高管核心人员，吸引优秀人才，激发员工动力，从根本上解决人才流失问题，从而企业业绩倍增 老板身心解放！
③股权融资：融人 融钱 融资源，让您的企业资金不再短缺！
地址：郑州市东风南路榆林北路【郑州高铁东站对面】绿地中心双子塔南塔22层
报名电话:15638218167慧憬股权 清波
主讲：慧憬集团董事局总裁 刘彦辉
欢迎您过来参加！
报名入口：http://event.51bmb.com/event/kpr8j1389f1","慧憬股权-致力于中小企业的发展壮大！财富热线:15638218167",0,11,0,20,3,1,0,1,1,0
"APPLE甯","这个是公司评估，他觉得换了可以拿到补贴，你也愿意换，他会让评估公司上门评估",0,0,0,0,0,0,1,1,0,0,1
"Tim.","@阿祝 促销产品 和原价549那一套一模一样 就一个大电池一个小电池","人行水穷处，坐起云起时。",0,0,0,10,2,1,1,0,0,1
"JoeHuang","jre系列",0,0,0,0,0,0,1,1,0,0,1
"CD","@Yan 没找到的话，可以联系我。",0,0,0,0,0,0,1,1,0,0,1
"TonyZhao",1,"开朗，乐观",0,0,0,4,1,1,1,0,0,1
"allansun","晚上有局吗",6478645564,0,10,0,0,0,1,0,1,1,1
"Yali","房子确实不算普通消费品。法律上是有明确的界定。签了合同单方不执行造成的损失里面前后差价的部分肯定是要补偿的。",0,0,0,0,0,0,1,1,0,0,1
"高手遍地","@frank_f-oakville 视频中是否感觉到弧圈球摩擦不够？","善良便被得寸进尺，软弱便被狠心欺骗，正直便被道德压榨：断舍离",0,0,0,27,3,1,1,0,0,1
"Ming","有朋友在多伦多或密市或Waterloo 买旧房加大翻新吗，自住及出租一段时候然后买出吗？有什么经验可以分享还是有另外的群？","Cooking",7,0,0,0,0,1,1,1,1,1
"eugene装修",1,"风看不见，却存在。有些东西你看不见也不代表它不在。",0,0,0,22,3,1,1,0,0,1
"👻👻👻","成人2张机票，大概5月底来，2个星期，广州白云机场飞多伦多","！！！",0,0,0,0,3,1,1,0,0,1
"谢慧妍麻麻","@Tony Zhao 真的假的","爱自己，才能去爱身边的人。",0,0,0,11,2,1,1,0,0,1
"LeeZhang","@WenXiuXuan 合同是有法律效应的。那买家如果买的时候120万，交接的时候涨到200万了，卖家不还是得交接吗？卖家不交接，买家也可以告啊。公平！",0,0,0,0,0,0,1,1,0,0,1
"Daniel名家金融房貸","这种情况告的话怎么算损失？",0,0,0,0,0,0,1,1,0,0,1
"加渡法律移民","🇨🇦 🇨🇦  ‼️ ‼️ NSNP 新省快速通道紧缺职位省提名将于明天上午9点左右开放，届时将有350名申请人获得邀请，受邀的申请人将在快速通道评分系统CRS中取得600分格外加分。要求是，申请人需要取得至少67分的总分。⚠ 想知道自己分数的朋友可以点击链接自己测评，公众号里有NS紧缺职位列表，大家可以关注查看⚠ ⚠ ⚠","ICCRC移民顾问 paralegle法律服务",14,0,1,8,0,0,1,2,2,0
"Liping","@Jeff💯温莎Honda 地址在哪里，有网站可以看吗？[微笑]","whatever",8,0,0,0,0,1,1,1,1,1
"Jeff💯温莎Honda","7180 Tecumseh Rd E, Windsor, ON N8T 1E6","<span class=""emoji emoji1f341""></span>既然选择了远方<span class=""emoji emoji1f341""></span>便只顾风雨兼程<span class=""emoji emoji1f341""></span><span class=""emoji emoji1f341""></span>🇨🇦<span class=""emoji emoji1f341""></span>",120,20,10,14,42,0,1,4,25,1
"瘦林Lynne"," 求5.2号或5.3号温莎去多伦多的carpool，有偿带物。","猫是人类的朋友。",0,0,0,7,1,1,1,0,0,1
"中英文双语家长市中心长短寄宿","@房东群村助 能否请教，讨论下Homestay 的税务问题 谢谢您",0,0,0,0,0,0,1,1,0,0,1
"coco雯",1,0,0,0,0,0,0,1,1,0,0,1
"北美群发小帮手合理收费","家家送诚邀您参与测试，不限低消，1件物品也包邮
     3月31日家家送网站正式上线测试。

     为了研究出一套低价便民的配送系统，现邀请您参与测试，参与方式为自主注册。

     测试期间，网站消费不设最低消费额，加拿大全境邮费全免，一件物品也包邮。

     家家送目前上线的产品种类有休闲零食，方便速食，粮油调味，美妆护肤等。

     家家送-生活必备，只为不便出行的你。



https://jiajiasong.ca/news/1/?from=singlemessage&isappinstalled=1

家家送，生活必备



https://jiajiasong.ca/
","岁月静好",0,0,0,4,0,1,1,0,0,0
"Victoria",1,"𓆝𓆟𓆜𓆞𓆡",0,0,0,5,0,1,1,0,0,1
"Ekee","有沒有現在去dmall的carpool
一人","The good the bad the ugly",20,0,5,0,0,1,1,5,6,1
"淡定的圣三金","@Ekee ",0,0,0,0,0,0,1,1,0,0,1
"纪帆","求一个明天去底特律的卡普","哈！哈！哈！",0,0,0,3,3,1,1,0,0,1
"骆骆","这个多少钱?",0,0,0,0,0,0,1,1,0,0,1
"GracePeng","大家周末愉快。暑假想去Spain 和Portugal, 想看看群里的朋友们有没有线路和酒店推荐，谢谢[呲牙]","Mercy and Grace",13,0,2,0,0,1,1,3,3,1
"静夜思","有个问题","人性，坦荡得一如清水时，就会看到最美的东西。",0,0,0,19,3,1,1,0,0,1
"NatalieFan","我想换furnace和AC 1200尺townhouse Missisauga，麻烦群主给介绍一下适合哪个型号多少$ 谢谢@J-soap  ","一切有为法 如梦幻泡影 如露亦如电 应作如是观",0,0,3,20,0,1,1,0,0,1
"EverestGao","提供今天下午3点半多伦多回温莎，还有一个位子","向来痴，从此醉",0,0,0,6,1,1,1,0,0,0
"Joanna🐎","我想问一下 如果现在住在加拿大 还需要加拿大的police certificate嘛 ","生活不是看到希望才会坚持，而是坚持了才会看到希望～",0,0,0,23,2,1,1,0,0,1
"Anna：（橱柜美容）","群友們我想问一下装修洗手间你們是怎樣收费的、因為我好几个客戶都问我们做不做？我们又不知道價格多少、你们是按尺寸收费嗎","女人的幸福取決于你跟了怎樣的男人：",0,0,0,16,1,1,1,0,0,1
"JayLee","小姐姐小哥哥们玩到停不下来！","如果你真的要了解我，请不要从别人那边口中了解我！",0,0,0,22,2,1,1,0,0,0
"👹Simon👹","你真的是太社会了 乐乐",0,0,0,0,0,0,1,1,0,0,1
"VPEA多伦多留学移民小助手","需要的","留学服务小助手 解决升学 移民 签证 等问题 加好友了解更多资讯",0,0,5,27,0,0,1,0,0,0
"Anson","很多","夜幕降临，整个城市都静了下来，霓虹初现, 万家灯火。",0,0,1,21,4,1,1,0,0,1
"kennylee","我全家天天都收到大使馆电话   
前几天更离谱变中国那边电话打出来的大使馆",0,0,0,0,0,0,1,1,0,0,1
"天善智能@高阔.¹⁸🇨🇳","送外卖的数据科学家","为之，则难者亦易矣；不为，则易者亦难矣。",0,0,0,16,4,1,1,0,0,1
"甜心厨房sweet","N11表上有说明，不允许这样做@静夜思 ","手工蛋糕定制，健康美味用心。best cake in Toronto订购请戳微店",17,0,3,18,2,0,1,4,4,0
"Penny","@房东群村助 老板，能拉我进Barrie群吗？[Salute][Salute]","https:))youtu.be)idRevTkIPts",23,0,0,0,5,1,1,4,4,1
"Kristen","几点啊","不疯魔 不成活",0,0,1,6,0,1,1,0,0,1
"olivia","求 2号或3号到多伦多机场卡普","离去的都是风景，留下的才是人生。",0,0,0,14,2,1,1,0,0,1
"ElaineZhangCPA，报税服务","转一张Artiza store credit，602面额，9折",0,0,0,0,0,0,1,1,0,0,0
"孙翔","@J-soap  热水炉有 tank的吗？",0,0,0,0,0,0,1,1,0,0,1
"爱丽娜","lin200",0,0,0,0,0,0,1,1,0,0,1
"Arthur","ggr","难受的一笔向前爬",0,0,0,8,0,1,1,0,0,1
"Sunnio","求2号中午温莎出发去皮尔逊机场的carpool 两个人 四个箱子～",0,0,0,0,0,0,1,1,0,0,1
"Ben👍🇨🇦🇨🇳","求个下午去底特律机场的",0,0,0,0,0,0,1,1,0,0,1
"95**","联邦申请中， personal history : 要写18岁以后记录。 比如上大学期间，还用重复写在同一个时间内的兼职吗？","Im in Canada",10,0,2,0,0,1,1,3,3,1
"剁椒鱼头？！","求俩点从dmall去downtown的carpool","ybfl，d zh",7,0,1,0,1,1,1,3,3,1
"空调工程设计，大众汽车销售","@kenny lee 下次说习主席在你家吃饭，有啥事叫他亲自过来，顺便跟主席汇报工作[机智]"," ",0,0,1,0,0,1,1,0,0,1
"Cindy🍓臻程假期&amp;私人旅游订制","渥太华郁金香节豪华一日游","<span class=""emoji emoji1f353""></span>。只想要简单的幸福。<span class=""emoji emoji1f353""></span>",48,8,4,8,18,0,1,4,10,0
"🏖️CuddlyKyle","请问northyork或者markham有小猫寄养吗。5月23好就可以接回来。6个月的猫。",0,0,0,0,0,0,1,1,0,0,1
"航","[呲牙][呲牙][呲牙][呲牙][呲牙]","offline",7,0,0,0,0,1,1,1,1,1
"Tina好饿🍣","？？","好饿好饿好饿 我想吃火锅<span class=""emoji emoji1f372""></span>",24,4,3,11,8,0,1,4,5,1
"SunnyLi",1,"tomorrow is another day!",20,0,3,0,1,1,1,4,4,1
"LEE"," 🎉第十五团🎈应大家要求我们染发剂第 1️⃣5⃣️ 团开始啦[嘿哈]这好东东太受欢迎[强] 😄
意大利🇮🇹Herbatint 植物染发剂，含有8种有机植物成分，不含阿摩尼亚，不含帕拉苯，超低量过氧化氢, 不刺鼻无异味，皮肤科医生测试认可，敏感肌肤都适用，短发一盒可以用两次，男性短发用四次。不伤头皮和头发，无刺激味道。
团购价14 包税。请将自己选的色号标清楚😊💆
                        
1、胡英 5N、6Ｎ各一盒
2、Sherry Zhu 2N 两盒
3、Sharon 3N 一盒
4、Joey   6N  一盒
5、Annie   6N  一盒
6、Lilly song 2N 四盒3N三盒 1N一盒
7、LEE 5N 两盒
8、",0,0,0,0,0,0,1,1,0,0,0
"L","[L@我]安利这款游戏，脑子完全不够用，被虐的怀疑人生","侯少",0,0,0,2,0,1,1,0,0,0
"Selina_Lyh","求5月7号下午3点半左右多伦多机场接机回温莎的车","自信的是 那份镜头前的自在<span class=""emoji emoji1f60b""></span><span class=""emoji emoji1f60b""></span><span class=""emoji emoji1f60b""></span>……",75,9,7,12,26,0,1,4,15,1
"温莎Selina","求5月7号下午3点半左右多伦多机场接机回温莎的车","自信的是 那份镜头前的自在<span class=""emoji emoji1f60b""></span><span class=""emoji emoji1f60b""></span><span class=""emoji emoji1f60b""></span>……",75,9,7,12,26,0,1,4,15,1
"猪兔妈妈","暖炉/空调 免费评估接龙：（评估完了的，我前面放朵🌹，是为了自己别弄重复了，木有别的含义😂）
🌹1. 静:(暖炉/热水炉）oakville 
🌹2.小杨:(空调/暖炉/热水炉）oakville （已安装）
3.航：(暖炉/空调）Hamilton 
🌹4. 不懂:(暖炉/热水炉）Newmarket 
🌹5. Lanya  （暖炉）
🌹6.nana （7年暖炉-不用换）
7.Grace (furnace &water tank) Mississauga
🌹8.Maggie X （暖炉/热水炉）Oakville
🌹9.王锐（暖炉），oakville 
10. Shuyin (furnace) Richmond Hill
11.往事如风：暖炉(oakville)
12.哲学：暧炉
13. Lei Wei：暖炉（Hamilton）
🌹14.安德 furnace (Oakville）
15.Echo Chen （ Burlington）
16.Julia Chen (Oakville）
🌹17.婧丫头麻麻（暖气）（Oakville）（已安装）
🌹18.Judy （新房）冷气（Mississauga)
🌹19.Apple 甯：暖炉空调 （Oakville）(5-19安装）
20.Haihong海虹 （Mississauga)
21.天上所有的星 空调 Mississauga
🌹22. Henry Cai (暖炉/空调) Oakville
23. Angela (暖炉/热水炉) Mississauga 
24. Sandra (暖炉）Mississauga 
25.娟子华(暖炉)
26.太阳鸟  (热水炉与暖炉)
27.养眼 (暖炉2)
28.阿飞哥 （暖炉和热水炉）
29.ying (暖炉 Markham)
30.Yana(热水炉，暖炉，空调)Oakville
31.如意（暖炉，Markham）
🌹32.霍东辉（7年暖炉-不用换）oakville 
33.Paul w(暖炉:Scarborough 
34.Yuki （暖炉，热水炉：Richmond hill）
35.包包 暖炉，空调Mississauga
36. melissa 热水炉，暖炉，空调)Oakville
37.Annie 热（暖炉，热水炉）mississauga
38.文奎 （暖炉，热水炉）mississauga
39.孙翔(暖炉，热水炉)世家堡
40. 猪兔妈妈 ( 暖炉 热水炉) Mississauga 
41.
42.
43.
44.
45.
46.
47.
48.
49.
50.",0,0,0,0,0,0,1,1,0,0,0
"幸福的小汪狗","谢谢！","成佛做祖，非我所愿，stay simple, stay happy:)",19,0,3,8,5,1,1,3,4,1
"Momo慧✨V人生","@LEE 我们小区有人做小时工，但是不确定是不是可以带宝宝","热心朝阳群众",0,0,0,6,0,1,1,0,0,1
"Academy-Math&amp;Eng","@anna ～🇨🇦 , 有好的吸尘器团购吗？","现在最好",0,0,0,4,0,1,1,0,0,1
"Yvonne小荭@.@","求近期回国内有偿带物","你付出的善良里 藏着你未来的路",0,0,1,14,0,1,1,0,0,1
"XIXI.C🐑","提供周日温莎往返多伦多carpool，早温莎去多伦多，晚多伦多回温莎",0,0,0,0,0,0,1,1,0,0,0
"Ruicky🐷欣","@开开知道，群主宝宝 妈呀。昨天第一个本脑洞大开到我昨晚睡着了都梦到了穿越",0,0,0,0,0,0,1,1,0,0,1
"peter1810","是否意味着中央银行下次议息会涨呢？",0,0,0,0,0,0,1,1,0,0,1
"当上帝更过瘾","人造美女","🌬️ What Goes around Comes around",25,0,5,0,2,1,1,4,5,1
"取个好名字真难","去看波动球了吧",0,0,0,0,0,0,1,1,0,0,1
"I'mfine.","还有这种三陪服务的么","[希望我家的小黑小白能平安长大～]",0,0,0,14,3,1,1,0,0,1
"常夏","胸大屁股大[奸笑]","个人网站：summer-always.com",15,0,0,4,3,0,1,3,3,1
"梁先生","哈哈哈","<span class=""emoji emoji1f697""></span>北美名车专项受理——哥做的不是名车，做的是梦想！",24,4,2,20,12,0,1,4,5,0
"Henry韩昭","囍辣到家了 朋友们来取吧","东北虎烧烤王+囍辣",0,0,0,8,1,1,1,0,0,0
"⚡️Sammy⚡️","hps250不错","I never fear death or dying; I only fear never trying",42,0,10,0,1,1,1,8,11,1
"三百六十五王","开房打血流速来，房号111452","Dream of what you want and give it a try",31,0,9,0,0,1,1,10,10,1
"Terry",1,"悦悦是老大",0,0,0,5,0,1,1,0,0,1
"XH","窗帘绳子买个装上就行了，找人修不是贵就是免费，没法靠这赚钱吧[微笑]","the colder winter",15,0,2,0,0,1,1,3,3,1
"Elaine(滟)",1,0,0,0,0,0,0,1,1,0,0,1
